GB_Accession/TriTrypDB,Species,Strain
Tb427VSG-565,Trypanosoma brucei brucei,NA
Tb427VSG-566,Trypanosoma brucei brucei,NA
Tb427VSG-567,Trypanosoma brucei brucei,NA
Tb427VSG-568,Trypanosoma brucei brucei,NA
Tb427VSG-569,Trypanosoma brucei brucei,NA
Tb427VSG-570,Trypanosoma brucei brucei,NA
Tb427VSG-571,Trypanosoma brucei brucei,NA
Tb427VSG-572,Trypanosoma brucei brucei,NA
Tb427VSG-573,Trypanosoma brucei brucei,NA
Tb427VSG-574,Trypanosoma brucei brucei,NA
Tb427VSG-575,Trypanosoma brucei brucei,NA
Tb427VSG-576,Trypanosoma brucei brucei,NA
Tb427VSG-577,Trypanosoma brucei brucei,NA
Tb427VSG-578,Trypanosoma brucei brucei,NA
Tb427VSG-579,Trypanosoma brucei brucei,NA
Tb427VSG-580,Trypanosoma brucei brucei,NA
Tb427VSG-581,Trypanosoma brucei brucei,NA
Tb427VSG-582,Trypanosoma brucei brucei,NA
Tb427VSG-583,Trypanosoma brucei brucei,NA
Tb427VSG-584,Trypanosoma brucei brucei,NA
Tb427VSG-585,Trypanosoma brucei brucei,NA
Tb427VSG-586,Trypanosoma brucei brucei,NA
Tb427VSG-587,Trypanosoma brucei brucei,NA
Tb427VSG-588,Trypanosoma brucei brucei,NA
Tb427VSG-589,Trypanosoma brucei brucei,NA
Tb427VSG-590,Trypanosoma brucei brucei,NA
Tb427VSG-591,Trypanosoma brucei brucei,NA
Tb427VSG-592,Trypanosoma brucei brucei,NA
Tb427VSG-593,Trypanosoma brucei brucei,NA
Tb427VSG-594,Trypanosoma brucei brucei,NA
Tb427VSG-595,Trypanosoma brucei brucei,NA
Tb427VSG-596,Trypanosoma brucei brucei,NA
Tb427VSG-597,Trypanosoma brucei brucei,NA
Tb427VSG-598,Trypanosoma brucei brucei,NA
Tb427VSG-599,Trypanosoma brucei brucei,NA
Tb427VSG-600,Trypanosoma brucei brucei,NA
Tb427VSG-601,Trypanosoma brucei brucei,NA
Tb427VSG-602,Trypanosoma brucei brucei,NA
Tb427VSG-603,Trypanosoma brucei brucei,NA
Tb427VSG-604,Trypanosoma brucei brucei,NA
Tb427VSG-605,Trypanosoma brucei brucei,NA
Tb427VSG-606,Trypanosoma brucei brucei,NA
Tb427VSG-607,Trypanosoma brucei brucei,NA
Tb427VSG-608,Trypanosoma brucei brucei,NA
Tb427VSG-609,Trypanosoma brucei brucei,NA
Tb427VSG-610,Trypanosoma brucei brucei,NA
Tb427VSG-611,Trypanosoma brucei brucei,NA
Tb427VSG-612,Trypanosoma brucei brucei,NA
Tb427VSG-613,Trypanosoma brucei brucei,NA
Tb427VSG-614,Trypanosoma brucei brucei,NA
Tb427VSG-615,Trypanosoma brucei brucei,NA
Tb427VSG-616,Trypanosoma brucei brucei,NA
Tb427VSG-617,Trypanosoma brucei brucei,NA
Tb427VSG-618,Trypanosoma brucei brucei,NA
Tb427VSG-619,Trypanosoma brucei brucei,NA
Tb427VSG-620,Trypanosoma brucei brucei,NA
Tb427VSG-621,Trypanosoma brucei brucei,NA
Tb427VSG-622,Trypanosoma brucei brucei,NA
Tb427VSG-623,Trypanosoma brucei brucei,NA
Tb427VSG-624,Trypanosoma brucei brucei,NA
Tb427VSG-625,Trypanosoma brucei brucei,NA
Tb427VSG-626,Trypanosoma brucei brucei,NA
Tb427VSG-627,Trypanosoma brucei brucei,NA
Tb427VSG-628,Trypanosoma brucei brucei,NA
Tb427VSG-629,Trypanosoma brucei brucei,NA
Tb427VSG-630,Trypanosoma brucei brucei,NA
Tb427VSG-631,Trypanosoma brucei brucei,NA
Tb427VSG-632,Trypanosoma brucei brucei,NA
Tb427VSG-633,Trypanosoma brucei brucei,NA
Tb427VSG-634,Trypanosoma brucei brucei,NA
Tb427VSG-635,Trypanosoma brucei brucei,NA
Tb427VSG-636,Trypanosoma brucei brucei,NA
Tb427VSG-637,Trypanosoma brucei brucei,NA
Tb427VSG-638,Trypanosoma brucei brucei,NA
Tb427VSG-639,Trypanosoma brucei brucei,NA
Tb427VSG-640,Trypanosoma brucei brucei,NA
Tb427VSG-641,Trypanosoma brucei brucei,NA
Tb427VSG-642,Trypanosoma brucei brucei,NA
Tb427VSG-643,Trypanosoma brucei brucei,NA
Tb427VSG-644,Trypanosoma brucei brucei,NA
Tb427VSG-645,Trypanosoma brucei brucei,NA
Tb427VSG-646,Trypanosoma brucei brucei,NA
Tb427VSG-647,Trypanosoma brucei brucei,NA
Tb427VSG-648,Trypanosoma brucei brucei,NA
Tb427VSG-649,Trypanosoma brucei brucei,NA
Tb427VSG-650,Trypanosoma brucei brucei,NA
Tb427VSG-651,Trypanosoma brucei brucei,NA
Tb427VSG-652,Trypanosoma brucei brucei,NA
Tb427VSG-653,Trypanosoma brucei brucei,NA
Tb427VSG-654,Trypanosoma brucei brucei,NA
Tb427VSG-655,Trypanosoma brucei brucei,NA
Tb427VSG-656,Trypanosoma brucei brucei,NA
Tb427VSG-657,Trypanosoma brucei brucei,NA
Tb427VSG-658,Trypanosoma brucei brucei,NA
Tb427VSG-659,Trypanosoma brucei brucei,NA
Tb427VSG-660,Trypanosoma brucei brucei,NA
Tb427VSG-661,Trypanosoma brucei brucei,NA
Tb427VSG-662,Trypanosoma brucei brucei,NA
Tb427VSG-663,Trypanosoma brucei brucei,NA
Tb427VSG-664,Trypanosoma brucei brucei,NA
Tb427VSG-665,Trypanosoma brucei brucei,NA
Tb427VSG-666,Trypanosoma brucei brucei,NA
Tb427VSG-667,Trypanosoma brucei brucei,NA
Tb427VSG-668,Trypanosoma brucei brucei,NA
Tb427VSG-669,Trypanosoma brucei brucei,NA
Tb427VSG-670,Trypanosoma brucei brucei,NA
Tb427VSG-671,Trypanosoma brucei brucei,NA
Tb427VSG-672,Trypanosoma brucei brucei,NA
Tb427VSG-673,Trypanosoma brucei brucei,NA
Tb427VSG-674,Trypanosoma brucei brucei,NA
Tb427VSG-675,Trypanosoma brucei brucei,NA
Tb427VSG-676,Trypanosoma brucei brucei,NA
Tb427VSG-677,Trypanosoma brucei brucei,NA
Tb427VSG-678,Trypanosoma brucei brucei,NA
Tb427VSG-679,Trypanosoma brucei brucei,NA
Tb427VSG-680,Trypanosoma brucei brucei,NA
Tb427VSG-681,Trypanosoma brucei brucei,NA
Tb427VSG-682,Trypanosoma brucei brucei,NA
Tb427VSG-683,Trypanosoma brucei brucei,NA
Tb427VSG-684,Trypanosoma brucei brucei,NA
Tb427VSG-685,Trypanosoma brucei brucei,NA
Tb427VSG-686,Trypanosoma brucei brucei,NA
Tb427VSG-687,Trypanosoma brucei brucei,NA
Tb427VSG-688,Trypanosoma brucei brucei,NA
Tb427VSG-689,Trypanosoma brucei brucei,NA
Tb427VSG-690,Trypanosoma brucei brucei,NA
Tb427VSG-691,Trypanosoma brucei brucei,NA
Tb427VSG-692,Trypanosoma brucei brucei,NA
Tb427VSG-693,Trypanosoma brucei brucei,NA
Tb427VSG-694,Trypanosoma brucei brucei,NA
Tb427VSG-695,Trypanosoma brucei brucei,NA
Tb427VSG-696,Trypanosoma brucei brucei,NA
Tb427VSG-697,Trypanosoma brucei brucei,NA
Tb427VSG-698,Trypanosoma brucei brucei,NA
Tb427VSG-699,Trypanosoma brucei brucei,NA
Tb427VSG-700,Trypanosoma brucei brucei,NA
Tb427VSG-702,Trypanosoma brucei brucei,NA
Tb427VSG-703,Trypanosoma brucei brucei,NA
Tb427VSG-704,Trypanosoma brucei brucei,NA
Tb427VSG-705,Trypanosoma brucei brucei,NA
Tb427VSG-706,Trypanosoma brucei brucei,NA
Tb427VSG-707,Trypanosoma brucei brucei,NA
Tb427VSG-708,Trypanosoma brucei brucei,NA
Tb427VSG-709,Trypanosoma brucei brucei,NA
Tb427VSG-710,Trypanosoma brucei brucei,NA
Tb427VSG-711,Trypanosoma brucei brucei,NA
Tb427VSG-712,Trypanosoma brucei brucei,NA
Tb427VSG-713,Trypanosoma brucei brucei,NA
Tb427VSG-714,Trypanosoma brucei brucei,NA
Tb427VSG-715,Trypanosoma brucei brucei,NA
Tb427VSG-716,Trypanosoma brucei brucei,NA
Tb427VSG-717,Trypanosoma brucei brucei,NA
Tb427VSG-718,Trypanosoma brucei brucei,NA
Tb427VSG-719,Trypanosoma brucei brucei,NA
Tb427VSG-720,Trypanosoma brucei brucei,NA
Tb427VSG-721,Trypanosoma brucei brucei,NA
Tb427VSG-722,Trypanosoma brucei brucei,NA
Tb427VSG-723,Trypanosoma brucei brucei,NA
Tb427VSG-724,Trypanosoma brucei brucei,NA
Tb427VSG-725,Trypanosoma brucei brucei,NA
Tb427VSG-726,Trypanosoma brucei brucei,NA
Tb427VSG-727,Trypanosoma brucei brucei,NA
Tb427VSG-728,Trypanosoma brucei brucei,NA
Tb427VSG-729,Trypanosoma brucei brucei,NA
Tb427VSG-730,Trypanosoma brucei brucei,NA
Tb427VSG-731,Trypanosoma brucei brucei,NA
Tb427VSG-732,Trypanosoma brucei brucei,NA
Tb427VSG-733,Trypanosoma brucei brucei,NA
Tb427VSG-734,Trypanosoma brucei brucei,NA
Tb427VSG-735,Trypanosoma brucei brucei,NA
Tb427VSG-736,Trypanosoma brucei brucei,NA
Tb427VSG-737,Trypanosoma brucei brucei,NA
Tb427VSG-738,Trypanosoma brucei brucei,NA
Tb427VSG-739,Trypanosoma brucei brucei,NA
Tb427VSG-740,Trypanosoma brucei brucei,NA
Tb427VSG-741,Trypanosoma brucei brucei,NA
Tb427VSG-742,Trypanosoma brucei brucei,NA
Tb427VSG-743,Trypanosoma brucei brucei,NA
Tb427VSG-744,Trypanosoma brucei brucei,NA
Tb427VSG-745,Trypanosoma brucei brucei,NA
Tb427VSG-746,Trypanosoma brucei brucei,NA
Tb427VSG-747,Trypanosoma brucei brucei,NA
Tb427VSG-748,Trypanosoma brucei brucei,NA
Tb427VSG-749,Trypanosoma brucei brucei,NA
Tb427VSG-750,Trypanosoma brucei brucei,NA
Tb427VSG-751,Trypanosoma brucei brucei,NA
Tb427VSG-753,Trypanosoma brucei brucei,NA
Tb427VSG-754,Trypanosoma brucei brucei,NA
Tb427VSG-755,Trypanosoma brucei brucei,NA
Tb427VSG-756,Trypanosoma brucei brucei,NA
Tb427VSG-757,Trypanosoma brucei brucei,NA
Tb427VSG-758,Trypanosoma brucei brucei,NA
Tb427VSG-759,Trypanosoma brucei brucei,NA
Tb427VSG-760,Trypanosoma brucei brucei,NA
Tb427VSG-761,Trypanosoma brucei brucei,NA
Tb427VSG-762,Trypanosoma brucei brucei,NA
Tb427VSG-763,Trypanosoma brucei brucei,NA
Tb427VSG-764,Trypanosoma brucei brucei,NA
Tb427VSG-765,Trypanosoma brucei brucei,NA
Tb427VSG-766,Trypanosoma brucei brucei,NA
Tb427VSG-767,Trypanosoma brucei brucei,NA
Tb427VSG-769,Trypanosoma brucei brucei,NA
Tb427VSG-770,Trypanosoma brucei brucei,NA
Tb427VSG-771,Trypanosoma brucei brucei,NA
Tb427VSG-772,Trypanosoma brucei brucei,NA
Tb427VSG-773,Trypanosoma brucei brucei,NA
Tb427VSG-774,Trypanosoma brucei brucei,NA
Tb427VSG-775,Trypanosoma brucei brucei,NA
Tb427VSG-776,Trypanosoma brucei brucei,NA
Tb427VSG-777,Trypanosoma brucei brucei,NA
Tb427VSG-778,Trypanosoma brucei brucei,NA
Tb427VSG-779,Trypanosoma brucei brucei,NA
Tb427VSG-780,Trypanosoma brucei brucei,NA
Tb427VSG-781,Trypanosoma brucei brucei,NA
Tb427VSG-782,Trypanosoma brucei brucei,NA
Tb427VSG-783,Trypanosoma brucei brucei,NA
Tb427VSG-784,Trypanosoma brucei brucei,NA
Tb427VSG-785,Trypanosoma brucei brucei,NA
Tb427VSG-786,Trypanosoma brucei brucei,NA
Tb427VSG-787,Trypanosoma brucei brucei,NA
Tb427VSG-788,Trypanosoma brucei brucei,NA
Tb427VSG-789,Trypanosoma brucei brucei,NA
Tb427VSG-790,Trypanosoma brucei brucei,NA
Tb427VSG-791,Trypanosoma brucei brucei,NA
Tb427VSG-792,Trypanosoma brucei brucei,NA
Tb427VSG-793,Trypanosoma brucei brucei,NA
Tb427VSG-794,Trypanosoma brucei brucei,NA
Tb427VSG-795,Trypanosoma brucei brucei,NA
Tb427VSG-796,Trypanosoma brucei brucei,NA
Tb427VSG-797,Trypanosoma brucei brucei,NA
Tb427VSG-798,Trypanosoma brucei brucei,NA
Tb427VSG-799,Trypanosoma brucei brucei,NA
Tb427VSG-800,Trypanosoma brucei brucei,NA
Tb427VSG-801,Trypanosoma brucei brucei,NA
Tb427VSG-802,Trypanosoma brucei brucei,NA
Tb427VSG-803,Trypanosoma brucei brucei,NA
Tb427VSG-804,Trypanosoma brucei brucei,NA
Tb427VSG-805,Trypanosoma brucei brucei,NA
Tb427VSG-806,Trypanosoma brucei brucei,NA
Tb427VSG-807,Trypanosoma brucei brucei,NA
Tb427VSG-808,Trypanosoma brucei brucei,NA
Tb427VSG-809,Trypanosoma brucei brucei,NA
Tb427VSG-810,Trypanosoma brucei brucei,NA
Tb427VSG-811,Trypanosoma brucei brucei,NA
Tb427VSG-812,Trypanosoma brucei brucei,NA
Tb427VSG-813,Trypanosoma brucei brucei,NA
Tb427VSG-814,Trypanosoma brucei brucei,NA
Tb427VSG-815,Trypanosoma brucei brucei,NA
Tb427VSG-816,Trypanosoma brucei brucei,NA
Tb427VSG-817,Trypanosoma brucei brucei,NA
Tb427VSG-818,Trypanosoma brucei brucei,NA
Tb427VSG-819,Trypanosoma brucei brucei,NA
Tb427VSG-820,Trypanosoma brucei brucei,NA
Tb427VSG-821,Trypanosoma brucei brucei,NA
Tb427VSG-822,Trypanosoma brucei brucei,NA
Tb427VSG-823,Trypanosoma brucei brucei,NA
Tb427VSG-824,Trypanosoma brucei brucei,NA
Tb427VSG-825,Trypanosoma brucei brucei,NA
Tb427VSG-826,Trypanosoma brucei brucei,NA
Tb427VSG-832,Trypanosoma brucei brucei,NA
Tb427VSG-1002,Trypanosoma brucei brucei,NA
Tb427VSG-1003,Trypanosoma brucei brucei,NA
Tb427VSG-1004,Trypanosoma brucei brucei,NA
Tb427VSG-1005,Trypanosoma brucei brucei,NA
Tb427VSG-1006,Trypanosoma brucei brucei,NA
Tb427VSG-1007,Trypanosoma brucei brucei,NA
Tb427VSG-1008,Trypanosoma brucei brucei,NA
Tb427VSG-1009,Trypanosoma brucei brucei,NA
Tb427VSG-1010,Trypanosoma brucei brucei,NA
Tb427VSG-1011,Trypanosoma brucei brucei,NA
Tb427VSG-1012,Trypanosoma brucei brucei,NA
Tb427VSG-1013,Trypanosoma brucei brucei,NA
Tb427VSG-1014,Trypanosoma brucei brucei,NA
Tb427VSG-1015,Trypanosoma brucei brucei,NA
Tb427VSG-1016,Trypanosoma brucei brucei,NA
Tb427VSG-1017,Trypanosoma brucei brucei,NA
Tb427VSG-1019,Trypanosoma brucei brucei,NA
Tb427VSG-1020,Trypanosoma brucei brucei,NA
Tb427VSG-1021,Trypanosoma brucei brucei,NA
Tb427VSG-1022,Trypanosoma brucei brucei,NA
Tb427VSG-1023,Trypanosoma brucei brucei,NA
Tb427VSG-1024,Trypanosoma brucei brucei,NA
Tb427VSG-1025,Trypanosoma brucei brucei,NA
Tb427VSG-1026,Trypanosoma brucei brucei,NA
Tb427VSG-1027,Trypanosoma brucei brucei,NA
Tb427VSG-1028,Trypanosoma brucei brucei,NA
Tb427VSG-1029,Trypanosoma brucei brucei,NA
Tb427VSG-1030,Trypanosoma brucei brucei,NA
Tb427VSG-1031,Trypanosoma brucei brucei,NA
Tb427VSG-1032,Trypanosoma brucei brucei,NA
Tb427VSG-1033,Trypanosoma brucei brucei,NA
Tb427VSG-1034,Trypanosoma brucei brucei,NA
Tb427VSG-1035,Trypanosoma brucei brucei,NA
Tb427VSG-1036,Trypanosoma brucei brucei,NA
Tb427VSG-1037,Trypanosoma brucei brucei,NA
Tb427VSG-1038,Trypanosoma brucei brucei,NA
Tb427VSG-1039,Trypanosoma brucei brucei,NA
Tb427VSG-1040,Trypanosoma brucei brucei,NA
Tb427VSG-1041,Trypanosoma brucei brucei,NA
Tb427VSG-1042,Trypanosoma brucei brucei,NA
Tb427VSG-1043,Trypanosoma brucei brucei,NA
Tb427VSG-1044,Trypanosoma brucei brucei,NA
Tb427VSG-1045,Trypanosoma brucei brucei,NA
Tb427VSG-1046,Trypanosoma brucei brucei,NA
Tb427VSG-1047,Trypanosoma brucei brucei,NA
Tb427VSG-1048,Trypanosoma brucei brucei,NA
Tb427VSG-1049,Trypanosoma brucei brucei,NA
Tb427VSG-1050,Trypanosoma brucei brucei,NA
Tb427VSG-1051,Trypanosoma brucei brucei,NA
Tb427VSG-1052,Trypanosoma brucei brucei,NA
Tb427VSG-1053,Trypanosoma brucei brucei,NA
Tb427VSG-1054,Trypanosoma brucei brucei,NA
Tb427VSG-1055,Trypanosoma brucei brucei,NA
Tb427VSG-1056,Trypanosoma brucei brucei,NA
Tb427VSG-1057,Trypanosoma brucei brucei,NA
Tb427VSG-1058,Trypanosoma brucei brucei,NA
Tb427VSG-1059,Trypanosoma brucei brucei,NA
Tb427VSG-1060,Trypanosoma brucei brucei,NA
Tb427VSG-1061,Trypanosoma brucei brucei,NA
Tb427VSG-1062,Trypanosoma brucei brucei,NA
Tb427VSG-1063,Trypanosoma brucei brucei,NA
Tb427VSG-1064,Trypanosoma brucei brucei,NA
Tb427VSG-1065,Trypanosoma brucei brucei,NA
Tb427VSG-1066,Trypanosoma brucei brucei,NA
Tb427VSG-1068,Trypanosoma brucei brucei,NA
Tb427VSG-1069,Trypanosoma brucei brucei,NA
Tb427VSG-1070,Trypanosoma brucei brucei,NA
Tb427VSG-1071,Trypanosoma brucei brucei,NA
Tb427VSG-1072,Trypanosoma brucei brucei,NA
Tb427VSG-1073,Trypanosoma brucei brucei,NA
Tb427VSG-1074,Trypanosoma brucei brucei,NA
Tb427VSG-1075,Trypanosoma brucei brucei,NA
Tb427VSG-1076,Trypanosoma brucei brucei,NA
Tb427VSG-1077,Trypanosoma brucei brucei,NA
Tb427VSG-1078,Trypanosoma brucei brucei,NA
Tb427VSG-1079,Trypanosoma brucei brucei,NA
Tb427VSG-1080,Trypanosoma brucei brucei,NA
Tb427VSG-1081,Trypanosoma brucei brucei,NA
Tb427VSG-1082,Trypanosoma brucei brucei,NA
Tb427VSG-1083,Trypanosoma brucei brucei,NA
Tb427VSG-1084,Trypanosoma brucei brucei,NA
Tb427VSG-1085,Trypanosoma brucei brucei,NA
Tb427VSG-1086,Trypanosoma brucei brucei,NA
Tb427VSG-1087,Trypanosoma brucei brucei,NA
Tb427VSG-1088,Trypanosoma brucei brucei,NA
Tb427VSG-1089,Trypanosoma brucei brucei,NA
Tb427VSG-1090,Trypanosoma brucei brucei,NA
Tb427VSG-1091,Trypanosoma brucei brucei,NA
Tb427VSG-1092,Trypanosoma brucei brucei,NA
Tb427VSG-1093,Trypanosoma brucei brucei,NA
Tb427VSG-1094,Trypanosoma brucei brucei,NA
Tb427VSG-1095,Trypanosoma brucei brucei,NA
Tb427VSG-1096,Trypanosoma brucei brucei,NA
Tb427VSG-1097,Trypanosoma brucei brucei,NA
Tb427VSG-1098,Trypanosoma brucei brucei,NA
Tb427VSG-1099,Trypanosoma brucei brucei,NA
Tb427VSG-1100,Trypanosoma brucei brucei,NA
Tb427VSG-1101,Trypanosoma brucei brucei,NA
Tb427VSG-1102,Trypanosoma brucei brucei,NA
Tb427VSG-1103,Trypanosoma brucei brucei,NA
Tb427VSG-1104,Trypanosoma brucei brucei,NA
Tb427VSG-1105,Trypanosoma brucei brucei,NA
Tb427VSG-1106,Trypanosoma brucei brucei,NA
Tb427VSG-1107,Trypanosoma brucei brucei,NA
Tb427VSG-1108,Trypanosoma brucei brucei,NA
Tb427VSG-1109,Trypanosoma brucei brucei,NA
Tb427VSG-1110,Trypanosoma brucei brucei,NA
Tb427VSG-1111,Trypanosoma brucei brucei,NA
Tb427VSG-1112,Trypanosoma brucei brucei,NA
Tb427VSG-1113,Trypanosoma brucei brucei,NA
Tb427VSG-1114,Trypanosoma brucei brucei,NA
Tb427VSG-1115,Trypanosoma brucei brucei,NA
Tb427VSG-1116,Trypanosoma brucei brucei,NA
Tb427VSG-1117,Trypanosoma brucei brucei,NA
Tb427VSG-1118,Trypanosoma brucei brucei,NA
Tb427VSG-1119,Trypanosoma brucei brucei,NA
Tb427VSG-1120,Trypanosoma brucei brucei,NA
Tb427VSG-1121,Trypanosoma brucei brucei,NA
Tb427VSG-1122,Trypanosoma brucei brucei,NA
Tb427VSG-1123,Trypanosoma brucei brucei,NA
Tb427VSG-1124,Trypanosoma brucei brucei,NA
Tb427VSG-1125,Trypanosoma brucei brucei,NA
Tb427VSG-1126,Trypanosoma brucei brucei,NA
Tb427VSG-1127,Trypanosoma brucei brucei,NA
Tb427VSG-1128,Trypanosoma brucei brucei,NA
Tb427VSG-1129,Trypanosoma brucei brucei,NA
Tb427VSG-1130,Trypanosoma brucei brucei,NA
Tb427VSG-1131,Trypanosoma brucei brucei,NA
Tb427VSG-1132,Trypanosoma brucei brucei,NA
Tb427VSG-1133,Trypanosoma brucei brucei,NA
Tb427VSG-1134,Trypanosoma brucei brucei,NA
Tb427VSG-1135,Trypanosoma brucei brucei,NA
Tb427VSG-1136,Trypanosoma brucei brucei,NA
Tb427VSG-1137,Trypanosoma brucei brucei,NA
Tb427VSG-1138,Trypanosoma brucei brucei,NA
Tb427VSG-1139,Trypanosoma brucei brucei,NA
Tb427VSG-1140,Trypanosoma brucei brucei,NA
Tb427VSG-1141,Trypanosoma brucei brucei,NA
Tb427VSG-1142,Trypanosoma brucei brucei,NA
Tb427VSG-1143,Trypanosoma brucei brucei,NA
Tb427VSG-1144,Trypanosoma brucei brucei,NA
Tb427VSG-1145,Trypanosoma brucei brucei,NA
Tb427VSG-1146,Trypanosoma brucei brucei,NA
Tb427VSG-1147,Trypanosoma brucei brucei,NA
Tb427VSG-1148,Trypanosoma brucei brucei,NA
Tb427VSG-1149,Trypanosoma brucei brucei,NA
Tb427VSG-1150,Trypanosoma brucei brucei,NA
Tb427VSG-1151,Trypanosoma brucei brucei,NA
Tb427VSG-1152,Trypanosoma brucei brucei,NA
Tb427VSG-1153,Trypanosoma brucei brucei,NA
Tb427VSG-1154,Trypanosoma brucei brucei,NA
Tb427VSG-1155,Trypanosoma brucei brucei,NA
Tb427VSG-1156,Trypanosoma brucei brucei,NA
Tb427VSG-1157,Trypanosoma brucei brucei,NA
Tb427VSG-1158,Trypanosoma brucei brucei,NA
Tb427VSG-1159,Trypanosoma brucei brucei,NA
Tb427VSG-1160,Trypanosoma brucei brucei,NA
Tb427VSG-1161,Trypanosoma brucei brucei,NA
Tb427VSG-1162,Trypanosoma brucei brucei,NA
Tb427VSG-1163,Trypanosoma brucei brucei,NA
Tb427VSG-1164,Trypanosoma brucei brucei,NA
Tb427VSG-1165,Trypanosoma brucei brucei,NA
Tb427VSG-1166,Trypanosoma brucei brucei,NA
Tb427VSG-1167,Trypanosoma brucei brucei,NA
Tb427VSG-1168,Trypanosoma brucei brucei,NA
Tb427VSG-1169,Trypanosoma brucei brucei,NA
Tb427VSG-1170,Trypanosoma brucei brucei,NA
Tb427VSG-1171,Trypanosoma brucei brucei,NA
Tb427VSG-1172,Trypanosoma brucei brucei,NA
Tb427VSG-1173,Trypanosoma brucei brucei,NA
Tb427VSG-1174,Trypanosoma brucei brucei,NA
Tb427VSG-1175,Trypanosoma brucei brucei,NA
Tb427VSG-1176,Trypanosoma brucei brucei,NA
Tb427VSG-1177,Trypanosoma brucei brucei,NA
Tb427VSG-1178,Trypanosoma brucei brucei,NA
Tb427VSG-1179,Trypanosoma brucei brucei,NA
Tb427VSG-1180,Trypanosoma brucei brucei,NA
Tb427VSG-1182,Trypanosoma brucei brucei,NA
Tb427VSG-1183,Trypanosoma brucei brucei,NA
Tb427VSG-1184,Trypanosoma brucei brucei,NA
Tb427VSG-1185,Trypanosoma brucei brucei,NA
Tb427VSG-1186,Trypanosoma brucei brucei,NA
Tb427VSG-1187,Trypanosoma brucei brucei,NA
Tb427VSG-1188,Trypanosoma brucei brucei,NA
Tb427VSG-1189,Trypanosoma brucei brucei,NA
Tb427VSG-1190,Trypanosoma brucei brucei,NA
Tb427VSG-1191,Trypanosoma brucei brucei,NA
Tb427VSG-1192,Trypanosoma brucei brucei,NA
Tb427VSG-1193,Trypanosoma brucei brucei,NA
Tb427VSG-1194,Trypanosoma brucei brucei,NA
Tb427VSG-1195,Trypanosoma brucei brucei,NA
Tb427VSG-1196,Trypanosoma brucei brucei,NA
Tb427VSG-1197,Trypanosoma brucei brucei,NA
Tb427VSG-1198,Trypanosoma brucei brucei,NA
Tb427VSG-1199,Trypanosoma brucei brucei,NA
Tb427VSG-1200,Trypanosoma brucei brucei,NA
Tb427VSG-1201,Trypanosoma brucei brucei,NA
Tb427VSG-1202,Trypanosoma brucei brucei,NA
Tb427VSG-1203,Trypanosoma brucei brucei,NA
Tb427VSG-1204,Trypanosoma brucei brucei,NA
Tb427VSG-1205,Trypanosoma brucei brucei,NA
Tb427VSG-1206,Trypanosoma brucei brucei,NA
Tb427VSG-1207,Trypanosoma brucei brucei,NA
Tb427VSG-1208,Trypanosoma brucei brucei,NA
Tb427VSG-1209,Trypanosoma brucei brucei,NA
Tb427VSG-1210,Trypanosoma brucei brucei,NA
Tb427VSG-1211,Trypanosoma brucei brucei,NA
Tb427VSG-1212,Trypanosoma brucei brucei,NA
Tb427VSG-1213,Trypanosoma brucei brucei,NA
Tb427VSG-1214,Trypanosoma brucei brucei,NA
Tb427VSG-1215,Trypanosoma brucei brucei,NA
Tb427VSG-1216,Trypanosoma brucei brucei,NA
Tb427VSG-1217,Trypanosoma brucei brucei,NA
Tb427VSG-1218,Trypanosoma brucei brucei,NA
Tb427VSG-1219,Trypanosoma brucei brucei,NA
Tb427VSG-1220,Trypanosoma brucei brucei,NA
Tb427VSG-1221,Trypanosoma brucei brucei,NA
Tb427VSG-1222,Trypanosoma brucei brucei,NA
Tb427VSG-1223,Trypanosoma brucei brucei,NA
Tb427VSG-1224,Trypanosoma brucei brucei,NA
Tb427VSG-1225,Trypanosoma brucei brucei,NA
Tb427VSG-1226,Trypanosoma brucei brucei,NA
Tb427VSG-1227,Trypanosoma brucei brucei,NA
Tb427VSG-1228,Trypanosoma brucei brucei,NA
Tb427VSG-1229,Trypanosoma brucei brucei,NA
Tb427VSG-1230,Trypanosoma brucei brucei,NA
Tb427VSG-1231,Trypanosoma brucei brucei,NA
Tb427VSG-1232,Trypanosoma brucei brucei,NA
Tb427VSG-1233,Trypanosoma brucei brucei,NA
Tb427VSG-1234,Trypanosoma brucei brucei,NA
Tb427VSG-1235,Trypanosoma brucei brucei,NA
Tb427VSG-1236,Trypanosoma brucei brucei,NA
Tb427VSG-1237,Trypanosoma brucei brucei,NA
Tb427VSG-1238,Trypanosoma brucei brucei,NA
Tb427VSG-1239,Trypanosoma brucei brucei,NA
Tb427VSG-1240,Trypanosoma brucei brucei,NA
Tb427VSG-1241,Trypanosoma brucei brucei,NA
Tb427VSG-1242,Trypanosoma brucei brucei,NA
Tb427VSG-1243,Trypanosoma brucei brucei,NA
Tb427VSG-1244,Trypanosoma brucei brucei,NA
Tb427VSG-1245,Trypanosoma brucei brucei,NA
Tb427VSG-1246,Trypanosoma brucei brucei,NA
Tb427VSG-1247,Trypanosoma brucei brucei,NA
Tb427VSG-1248,Trypanosoma brucei brucei,NA
Tb427VSG-1249,Trypanosoma brucei brucei,NA
Tb427VSG-1250,Trypanosoma brucei brucei,NA
Tb427VSG-1251,Trypanosoma brucei brucei,NA
Tb427VSG-1252,Trypanosoma brucei brucei,NA
